model_name,kv_cache_type,context_length_target,base_vram_mb,peak_vram_mb,dynamic_vram_mb,ttft_ms,itl_ms,throughput_tokens_per_s,perplexity,exact_match,f1_score,kv_cache_compression_ratio,gpu_memory_efficiency_index
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18048.93,3455.91,232.61,16.08,49.93,4.059,0.0,0.0,25.0%,0.01445
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17906.7,3313.68,187.01,17.83,49.59,4.258,1.0,1.0,25.0%,0.01497
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17955.5,3362.49,265.1,14.53,51.43,4.2849,1.0,1.0,25.0%,0.0153
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18088.53,3495.51,242.05,13.48,59.05,3.4458,1.0,1.0,25.0%,0.01689
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17983.89,3390.87,189.08,14.13,61.33,4.2766,1.0,1.0,25.0%,0.01809
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17958.34,3365.33,255.28,17.74,46.99,3.4931,1.0,1.0,25.0%,0.01396
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18083.98,3490.96,221.28,16.97,46.73,3.492,1.0,1.0,25.0%,0.01339
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18011.35,3418.34,273.54,17.34,44.24,4.4353,1.0,1.0,25.0%,0.01294
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17940.2,3347.18,217.06,16.46,53.05,3.5902,1.0,1.0,25.0%,0.01585
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18010.42,3417.41,199.58,15.5,57.01,3.7295,0.0,0.0,25.0%,0.01668
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17925.43,3332.42,274.96,16.72,51.65,3.8407,1.0,1.0,25.0%,0.0155
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17947.06,3354.04,258.2,13.43,64.41,4.3011,1.0,1.0,25.0%,0.0192
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17963.02,3370.01,264.5,16.32,54.25,3.363,1.0,1.0,25.0%,0.0161
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18042.79,3449.78,185.4,16.16,52.09,4.2269,1.0,1.0,25.0%,0.0151
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18088.22,3495.21,183.13,16.84,53.34,3.6958,1.0,1.0,25.0%,0.01526
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18079.64,3486.62,247.59,16.2,50.93,3.7155,1.0,1.0,25.0%,0.01461
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17987.02,3394.01,246.53,14.18,58.89,4.4255,1.0,1.0,25.0%,0.01735
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17909.81,3316.79,221.99,16.45,51.08,4.0124,0.0,0.0,25.0%,0.0154
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17990.41,3397.39,215.63,14.58,60.07,4.1803,1.0,1.0,25.0%,0.01768
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17898.66,3305.65,222.57,13.31,63.56,3.9535,1.0,1.0,25.0%,0.01923
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18049.27,3456.26,264.22,15.99,50.99,3.8998,1.0,1.0,25.0%,0.01475
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18057.51,3464.49,187.11,17.58,51.21,3.8808,1.0,1.0,25.0%,0.01478
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18085.96,3492.94,252.28,15.42,52.12,3.502,1.0,1.0,25.0%,0.01492
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18078.07,3485.05,201.93,15.1,54.15,4.0663,1.0,1.0,25.0%,0.01554
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18068.35,3475.33,242.73,17.02,51.1,3.7586,0.0,0.0,25.0%,0.0147
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18013.26,3420.24,226.0,17.2,51.33,4.4364,1.0,1.0,25.0%,0.01501
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18069.56,3476.55,268.27,17.46,50.43,3.5596,1.0,1.0,25.0%,0.0145
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17966.02,3373.01,217.59,17.16,50.71,3.351,0.0,0.0,25.0%,0.01503
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17950.97,3357.95,257.01,17.24,51.45,4.3457,1.0,1.0,25.0%,0.01532
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17927.08,3334.07,250.92,12.76,60.98,3.3679,1.0,1.0,25.0%,0.01829
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18043.46,3450.44,251.77,13.62,62.94,3.8237,1.0,1.0,25.0%,0.01824
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17961.31,3368.29,272.31,16.3,49.09,4.0938,1.0,1.0,25.0%,0.01458
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18091.04,3498.02,220.04,14.05,61.01,3.4608,0.0,0.0,25.0%,0.01744
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18066.92,3473.9,233.34,13.25,64.09,4.0505,1.0,1.0,25.0%,0.01845
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17924.78,3331.76,277.26,17.17,48.65,4.2125,1.0,1.0,25.0%,0.0146
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17915.36,3322.34,184.39,14.05,64.44,3.7282,1.0,1.0,25.0%,0.0194
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18038.06,3445.04,193.77,16.01,56.62,4.1763,0.0,0.0,25.0%,0.01643
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18047.53,3454.51,222.9,15.53,55.09,3.508,1.0,1.0,25.0%,0.01595
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18064.4,3471.38,264.55,15.84,55.86,3.7759,1.0,1.0,25.0%,0.01609
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18064.63,3471.61,193.28,17.39,52.05,3.7842,1.0,1.0,25.0%,0.01499
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17968.81,3375.79,233.56,13.23,65.45,3.9923,1.0,1.0,25.0%,0.01939
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18076.72,3483.71,184.38,13.25,59.79,4.105,1.0,1.0,25.0%,0.01716
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17919.96,3326.95,201.27,18.0,49.3,4.4119,1.0,1.0,25.0%,0.01482
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18048.67,3455.65,213.39,14.76,57.61,3.8929,1.0,1.0,25.0%,0.01667
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17983.11,3390.09,273.98,14.52,56.93,3.7944,1.0,1.0,25.0%,0.01679
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17970.82,3377.8,250.19,14.31,57.1,3.348,1.0,1.0,25.0%,0.0169
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18056.25,3463.23,258.93,14.12,61.38,4.1222,0.0,0.0,25.0%,0.01772
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18067.38,3474.36,237.88,16.33,54.66,3.6369,1.0,1.0,25.0%,0.01573
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17951.09,3358.07,189.07,16.85,54.08,3.4743,1.0,1.0,25.0%,0.01611
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17990.49,3397.47,269.75,13.0,56.39,4.3187,1.0,1.0,25.0%,0.0166
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17997.93,3404.92,181.38,16.49,55.59,4.081,1.0,1.0,25.0%,0.01633
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18063.7,3470.68,266.17,14.21,59.45,4.19,1.0,1.0,25.0%,0.01713
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18056.33,3463.32,228.03,17.48,47.53,4.328,1.0,1.0,25.0%,0.01372
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18050.11,3457.09,262.04,15.23,54.82,4.0303,1.0,1.0,25.0%,0.01586
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17936.7,3343.69,214.2,12.46,65.6,3.3564,0.0,0.0,25.0%,0.01962
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18001.88,3408.86,207.48,16.08,55.71,4.4016,1.0,1.0,25.0%,0.01634
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18007.56,3414.54,234.01,12.49,64.06,3.812,1.0,1.0,25.0%,0.01876
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18092.74,3499.73,245.32,14.7,56.87,3.8798,1.0,1.0,25.0%,0.01625
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17955.9,3362.89,259.93,16.83,50.1,4.385,1.0,1.0,25.0%,0.0149
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18053.04,3460.02,241.9,12.04,71.32,3.4547,1.0,1.0,25.0%,0.02061
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17929.82,3336.81,275.21,13.66,62.22,3.7187,1.0,1.0,25.0%,0.01865
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17965.44,3372.43,218.35,17.95,49.67,3.6383,1.0,1.0,25.0%,0.01473
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18077.72,3484.71,255.23,12.47,66.99,4.0362,1.0,1.0,25.0%,0.01922
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17949.83,3356.81,246.58,15.43,54.56,4.2316,1.0,1.0,25.0%,0.01625
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18042.38,3449.36,210.06,16.64,49.64,3.8269,1.0,1.0,25.0%,0.01439
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17902.42,3309.4,180.03,16.64,53.51,4.4158,1.0,1.0,25.0%,0.01617
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17918.09,3325.07,209.19,12.36,68.66,4.0248,1.0,1.0,25.0%,0.02065
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17912.41,3319.39,195.53,17.8,50.35,3.8342,1.0,1.0,25.0%,0.01517
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17971.17,3378.15,189.24,16.19,52.11,3.5127,1.0,1.0,25.0%,0.01543
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17936.93,3343.91,198.8,12.73,60.94,4.2196,1.0,1.0,25.0%,0.01822
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18054.5,3461.48,254.97,15.52,56.18,3.7152,1.0,1.0,25.0%,0.01623
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17961.02,3368.01,256.89,16.78,53.24,4.2802,1.0,1.0,25.0%,0.01581
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18080.65,3487.63,233.85,17.3,48.67,3.4954,1.0,1.0,25.0%,0.01395
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17987.68,3394.66,245.85,17.31,49.51,3.5866,0.0,0.0,25.0%,0.01458
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17998.25,3405.23,180.89,17.33,52.35,3.8084,1.0,1.0,25.0%,0.01537
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17915.23,3322.21,194.48,16.26,53.32,4.3721,1.0,1.0,25.0%,0.01605
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17967.7,3374.68,266.19,16.53,49.55,4.4348,1.0,1.0,25.0%,0.01468
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17925.86,3332.84,263.97,13.76,60.45,4.3084,0.0,0.0,25.0%,0.01814
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17979.65,3386.63,265.96,14.59,59.1,3.9763,1.0,1.0,25.0%,0.01745
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18052.07,3459.05,276.15,14.12,52.96,4.0493,0.0,0.0,25.0%,0.01531
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18046.03,3453.01,225.33,15.2,56.41,3.5324,1.0,1.0,25.0%,0.01634
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18013.3,3420.28,202.73,13.45,63.04,4.389,1.0,1.0,25.0%,0.01843
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17901.29,3308.27,272.58,17.72,46.49,3.4454,0.0,0.0,25.0%,0.01405
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17964.84,3371.82,235.53,13.9,54.27,3.4679,1.0,1.0,25.0%,0.01609
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17966.93,3373.91,266.77,17.85,49.58,3.3593,0.0,0.0,25.0%,0.0147
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17902.94,3309.92,249.25,13.6,63.49,3.6552,1.0,1.0,25.0%,0.01918
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18047.58,3454.56,211.44,16.71,53.63,4.3945,1.0,1.0,25.0%,0.01553
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17951.29,3358.28,273.67,16.58,53.43,4.1298,1.0,1.0,25.0%,0.01591
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17937.99,3344.97,259.04,14.32,59.82,3.877,1.0,1.0,25.0%,0.01788
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17972.94,3379.93,200.35,15.18,58.33,3.3805,1.0,1.0,25.0%,0.01726
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17938.96,3345.94,273.91,17.37,44.74,3.8726,1.0,1.0,25.0%,0.01337
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18014.42,3421.4,262.55,17.82,49.54,4.1117,1.0,1.0,25.0%,0.01448
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17942.55,3349.53,267.89,14.7,55.77,3.7835,0.0,0.0,25.0%,0.01665
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17947.65,3354.63,183.06,17.42,51.9,3.9334,0.0,0.0,25.0%,0.01547
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18018.87,3425.85,221.99,16.35,53.71,4.2134,1.0,1.0,25.0%,0.01568
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18076.28,3483.26,240.94,16.47,51.24,4.0944,1.0,1.0,25.0%,0.01471
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18085.65,3492.63,267.56,12.96,66.3,3.6106,1.0,1.0,25.0%,0.01898
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18023.74,3430.72,185.95,16.78,54.77,3.7021,1.0,1.0,25.0%,0.01596
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18053.79,3460.77,238.91,17.64,47.03,3.9686,1.0,1.0,25.0%,0.01359
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18007.22,3414.2,278.67,17.98,48.69,3.4171,1.0,1.0,25.0%,0.01426
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18022.28,3429.27,238.17,12.36,67.4,3.5401,1.0,1.0,25.0%,0.01966
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17965.87,3372.85,181.19,12.8,68.78,3.9374,1.0,1.0,25.0%,0.02039
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17946.22,3353.21,268.77,14.28,57.91,3.8017,1.0,1.0,25.0%,0.01727
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17946.23,3353.22,192.0,16.86,51.02,3.9443,1.0,1.0,25.0%,0.01522
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18068.1,3475.09,233.42,12.85,57.39,4.3753,1.0,1.0,25.0%,0.01652
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18004.08,3411.06,207.51,15.87,55.58,3.5855,0.0,0.0,25.0%,0.01629
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18038.1,3445.08,196.0,15.66,53.26,4.3185,1.0,1.0,25.0%,0.01546
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17943.58,3350.57,244.89,16.65,52.21,3.8393,1.0,1.0,25.0%,0.01558
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17906.32,3313.31,185.06,16.87,51.71,3.978,1.0,1.0,25.0%,0.01561
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17913.42,3320.4,219.98,17.01,51.55,4.1793,1.0,1.0,25.0%,0.01552
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17968.64,3375.62,184.06,14.16,62.41,4.4097,1.0,1.0,25.0%,0.01849
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17898.41,3305.39,215.67,17.02,51.06,4.3025,1.0,1.0,25.0%,0.01545
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18002.54,3409.52,263.79,17.07,44.97,4.243,1.0,1.0,25.0%,0.01319
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18057.56,3464.54,183.66,14.52,62.08,3.4754,1.0,1.0,25.0%,0.01792
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18017.39,3424.38,230.04,17.69,50.74,4.1165,1.0,1.0,25.0%,0.01482
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17961.99,3368.97,238.02,12.41,64.53,4.3036,1.0,1.0,25.0%,0.01915
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17994.11,3401.09,268.93,16.32,51.22,3.7308,1.0,1.0,25.0%,0.01506
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17917.7,3324.68,183.33,16.08,57.08,3.8654,1.0,1.0,25.0%,0.01717
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18020.42,3427.41,255.78,14.86,56.29,3.3679,1.0,1.0,25.0%,0.01642
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17911.12,3318.1,249.71,17.28,51.11,3.9304,0.0,0.0,25.0%,0.0154
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18030.31,3437.29,247.78,14.1,61.57,4.4262,1.0,1.0,25.0%,0.01791
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18073.92,3480.9,271.33,17.93,47.74,3.9732,1.0,1.0,25.0%,0.01371
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17935.58,3342.56,184.89,12.18,68.27,4.0876,1.0,1.0,25.0%,0.02042
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18091.8,3498.78,269.74,15.94,51.89,3.5191,1.0,1.0,25.0%,0.01483
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17919.38,3326.36,275.77,14.39,57.63,3.8025,1.0,1.0,25.0%,0.01733
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17903.42,3310.4,276.66,13.22,56.32,4.405,1.0,1.0,25.0%,0.01701
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18089.28,3496.27,273.69,16.88,52.33,4.4309,1.0,1.0,25.0%,0.01497
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18052.72,3459.7,247.61,13.4,59.87,3.8486,1.0,1.0,25.0%,0.0173
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17899.97,3306.96,209.83,13.86,63.48,3.5341,1.0,1.0,25.0%,0.0192
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18020.96,3427.94,219.45,16.41,54.75,3.5283,0.0,0.0,25.0%,0.01597
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17902.43,3309.41,228.11,13.82,60.0,4.0916,1.0,1.0,25.0%,0.01813
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17951.46,3358.44,276.42,15.36,55.08,4.2141,1.0,1.0,25.0%,0.0164
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18083.98,3490.96,258.53,15.1,52.06,3.4937,1.0,1.0,25.0%,0.01491
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17933.5,3340.48,255.13,14.73,55.8,4.4335,1.0,1.0,25.0%,0.01671
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17978.28,3385.26,229.7,13.14,59.76,3.3827,1.0,1.0,25.0%,0.01765
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18074.19,3481.17,180.81,14.62,61.95,3.7312,1.0,1.0,25.0%,0.0178
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18030.27,3437.25,230.35,14.04,61.98,3.6325,0.0,0.0,25.0%,0.01803
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18014.95,3421.94,243.25,13.85,63.18,3.7806,,,25.0%,0.01846
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17946.56,3353.55,263.68,13.68,58.3,4.0603,,,25.0%,0.01739
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18018.91,3425.89,216.8,16.59,54.48,3.6569,,,25.0%,0.0159
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18082.46,3489.44,254.17,12.93,65.51,3.5691,,,25.0%,0.01877
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18008.71,3415.7,257.43,12.65,57.41,3.3959,,,25.0%,0.01681
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17961.8,3368.79,254.11,12.92,66.2,3.4757,,,25.0%,0.01965
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17988.16,3395.14,234.46,16.9,53.23,3.8152,,,25.0%,0.01568
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17922.27,3329.25,217.67,14.1,60.81,3.9862,,,25.0%,0.01827
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18008.08,3415.06,269.19,16.92,47.19,4.2078,,,25.0%,0.01382
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17926.91,3333.9,190.83,17.28,50.69,3.7465,,,25.0%,0.0152
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17915.99,3322.97,245.48,13.3,65.51,3.7361,,,25.0%,0.01971
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18011.15,3418.13,205.19,15.95,55.73,4.2802,,,25.0%,0.0163
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18061.77,3468.75,265.86,15.7,56.2,4.0104,,,25.0%,0.0162
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17976.77,3383.75,252.78,16.65,50.67,3.5265,,,25.0%,0.01497
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17990.07,3397.05,227.34,16.39,52.72,4.1333,,,25.0%,0.01552
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18091.75,3498.73,241.37,12.06,69.62,3.3488,,,25.0%,0.0199
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17915.83,3322.82,181.74,12.63,68.28,3.7582,,,25.0%,0.02055
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18076.2,3483.18,270.16,14.46,56.18,4.195,,,25.0%,0.01613
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17993.45,3400.44,180.05,17.15,51.55,3.8748,,,25.0%,0.01516
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18014.11,3421.09,225.39,13.65,60.31,4.1079,,,25.0%,0.01763
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17962.02,3369.0,262.48,15.79,54.95,4.026,,,25.0%,0.01631
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17991.38,3398.36,222.72,13.42,65.1,3.3498,,,25.0%,0.01916
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18091.74,3498.73,208.72,16.99,49.86,3.9982,,,25.0%,0.01425
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18070.14,3477.12,197.1,17.43,48.52,4.0539,,,25.0%,0.01395
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17937.06,3344.04,245.77,16.53,53.01,3.3442,,,25.0%,0.01585
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17971.17,3378.15,258.0,12.23,69.28,4.1918,,,25.0%,0.02051
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18037.93,3444.91,260.04,15.83,55.26,4.2548,,,25.0%,0.01604
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18048.2,3455.19,260.31,17.04,49.84,3.7751,,,25.0%,0.01443
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,18024.16,3431.14,260.97,14.91,50.18,4.2433,,,25.0%,0.01463
vinai/PhoGPT-7B5-Instruct,PolarQuant,16000,14593.02,17929.03,3336.01,246.37,14.63,58.42,3.5193,,,25.0%,0.01751
vinai/PhoGPT-7B5-Instruct,TurboQuant,4000,14578.54,15550.51,971.96,277.15,16.39,52.81,3.4575,1.0,1.0,25.0%,0.05433
vinai/PhoGPT-7B5-Instruct,TurboQuant,4000,14578.54,15650.83,1072.29,276.65,17.3,50.86,3.5073,1.0,1.0,25.0%,0.04743
vinai/PhoGPT-7B5-Instruct,TurboQuant,4000,14578.54,15518.56,940.02,216.59,17.63,47.22,3.642,1.0,1.0,25.0%,0.05023
vinai/PhoGPT-7B5-Instruct,TurboQuant,4000,14578.54,15538.55,960.0,236.3,12.26,68.39,3.3817,1.0,1.0,25.0%,0.07124
vinai/PhoGPT-7B5-Instruct,TurboQuant,4000,14578.54,15497.4,918.86,230.44,14.08,56.2,3.704,0.0,0.0,25.0%,0.06116
vinai/PhoGPT-7B5-Instruct,TurboQuant,4000,14578.54,15561.59,983.05,272.38,17.21,50.69,4.1761,1.0,1.0,25.0%,0.05156
vinai/PhoGPT-7B5-Instruct,TurboQuant,4000,14578.54,15617.52,1038.97,245.14,14.95,52.91,3.7895,1.0,1.0,25.0%,0.05092
vinai/PhoGPT-7B5-Instruct,TurboQuant,4000,14578.54,15651.5,1072.96,192.23,16.19,55.89,3.3451,1.0,1.0,25.0%,0.05209
vinai/PhoGPT-7B5-Instruct,TurboQuant,4000,14578.54,15653.47,1074.92,198.04,14.29,55.48,3.3822,1.0,1.0,25.0%,0.05161
